Date/Time: 2018-02-23-13-19-05
Scenario: #1
Device Name: ABPC
Stethoscope ID: 00:06:66:D0:C9:A5
Units: seconds, kPa, mmHg
33901.25, 0.47, 3.54
33902.53, 0.47, 3.54
33904.68, 0.47, 3.54
33905.52, 0.47, 3.54
33907.08, 0.47, 3.54
33909.04, 0.47, 3.54
33910.29, 0.47, 3.54
33911.41, 0.47, 3.54
33912.55, 0.47, 3.54
33913.70, 0.47, 3.54
33915.46, 0.47, 3.54
33917.66, 0.47, 3.54
33918.35, 0.47, 3.54
33919.61, 0.47, 3.54
33921.36, 0.47, 3.54
33923.44, 0.47, 3.54
33924.86, 0.47, 3.54
33926.08, 0.47, 3.54
33927.93, 0.47, 3.54
33929.67, 0.47, 3.54
33930.85, 0.47, 3.54
33931.42, 0.47, 3.54
33933.21, 0.47, 3.54
33934.98, 0.47, 3.54
33936.17, 0.47, 3.54
33937.81, 0.47, 3.54
33938.49, 0.47, 3.54
33940.03, 0.47, 3.54
33941.25, 0.47, 3.54
33942.42, 0.47, 3.54
33943.17, 0.47, 3.54
33944.37, 0.47, 3.54
33945.59, 0.47, 3.54
33947.20, 0.47, 3.54
33949.41, 0.47, 3.54
33950.64, 0.47, 3.54
33951.40, 0.47, 3.54
33953.06, 0.47, 3.54
33954.80, 0.47, 3.54
33956.11, 0.47, 3.54
33958.33, 0.47, 3.54
33959.87, 0.47, 3.54
33961.15, 0.47, 3.54
33962.58, 0.47, 3.54
33963.31, 0.47, 3.54
33964.46, 0.47, 3.54
33966.28, 0.47, 3.54
33968.53, 0.47, 3.54
33969.81, 0.47, 3.54
33971.02, 0.47, 3.54
33972.62, 0.47, 3.54
33974.35, 0.47, 3.54
33975.68, 0.47, 3.54
33977.34, 0.47, 3.54
33978.76, 0.47, 3.54
33979.80, 0.47, 3.54
33981.29, 0.47, 3.54
33982.20, 0.47, 3.54
33983.39, 0.47, 3.54
33985.49, 0.47, 3.54
33986.83, 0.47, 3.54
33988.26, 0.47, 3.54
33989.16, 0.47, 3.54
33990.35, 0.47, 3.54
33991.92, 0.47, 3.54
33993.22, 0.47, 3.54
33994.91, 0.47, 3.54
33995.96, 0.47, 3.54
33997.99, 0.47, 3.54
34000.09, 0.47, 3.54
34001.36, 0.47, 3.54
34002.99, 0.47, 3.54
34004.71, 0.47, 3.54
34005.95, 0.47, 3.54
34007.47, 0.47, 3.54
34009.30, 0.47, 3.54
34011.12, 0.47, 3.54
34012.13, 0.47, 3.54
34013.61, 0.47, 3.54
34014.47, 0.47, 3.54
34015.90, 0.47, 3.54
34017.25, 0.47, 3.54
34018.56, 0.47, 3.54
34019.76, 0.47, 3.54
34021.52, 0.47, 3.54
34022.55, 0.47, 3.54
34023.81, 0.47, 3.54
34024.94, 0.47, 3.54
34026.09, 0.47, 3.54
34027.91, 0.47, 3.54
34029.46, 0.47, 3.54
34030.68, 0.47, 3.54
34032.82, 0.47, 3.54
34034.85, 0.47, 3.54
34036.22, 0.47, 3.54
34038.14, 0.47, 3.54
34039.64, 0.47, 3.54
34040.32, 0.47, 3.54
34042.32, 0.47, 3.54
34044.28, 0.47, 3.54
34046.32, 0.47, 3.54
34047.77, 0.47, 3.54
34048.85, 0.47, 3.54
34049.93, 0.47, 3.54
34050.94, 0.47, 3.54
34052.27, 0.47, 3.54
34053.47, 0.47, 3.54
34054.50, 0.47, 3.54
34055.08, 0.47, 3.54
34055.80, 0.47, 3.54
34057.49, 0.47, 3.54
34059.68, 0.47, 3.54
34060.90, 0.47, 3.54
34062.85, 0.47, 3.54
34064.62, 0.47, 3.54
34066.53, 0.47, 3.54
34067.72, 0.47, 3.54
34069.16, 0.47, 3.54
34070.20, 0.47, 3.54
34070.93, 0.47, 3.54
34071.50, 0.47, 3.54
34072.98, 0.47, 3.54
34075.11, 0.47, 3.54
34076.68, 0.47, 3.54
34078.48, 0.47, 3.54
34079.61, 0.47, 3.54
34081.39, 0.47, 3.54
34082.54, 0.47, 3.54
34084.28, 0.47, 3.54
34086.08, 0.47, 3.54
34087.27, 0.47, 3.54
34089.23, 0.47, 3.54
34090.91, 0.47, 3.54
34092.09, 0.47, 3.54
34093.40, 0.47, 3.54
34095.49, 0.47, 3.54
34096.70, 0.47, 3.54
34097.90, 0.47, 3.54
34098.49, 0.47, 3.54
34100.01, 0.47, 3.54
34101.61, 0.47, 3.54
34103.29, 0.47, 3.54
34104.36, 0.47, 3.54
34105.56, 0.47, 3.54
34107.21, 0.47, 3.54
34107.76, 0.47, 3.54
34109.04, 0.47, 3.54
34111.77, 0.47, 3.54
34113.89, 0.47, 3.54
34114.63, 0.47, 3.54
34115.72, 0.47, 3.54
34117.46, 0.47, 3.54
34119.08, 0.47, 3.54
34119.99, 0.47, 3.54
34120.52, 0.47, 3.54
34121.66, 0.47, 3.54
34123.20, 0.47, 3.54
34124.50, 0.47, 3.54
34125.53, 0.47, 3.54
34126.72, 0.47, 3.54
34128.05, 0.47, 3.54
34128.64, 0.47, 3.54
34130.27, 0.47, 3.54
34131.52, 0.47, 3.54
34133.12, 0.47, 3.54
34135.48, 0.47, 3.54
34136.65, 0.47, 3.54
34137.47, 0.47, 3.54
34138.63, 0.47, 3.54
34139.85, 0.47, 3.54
34140.92, 0.47, 3.54
34142.07, 0.47, 3.54
34143.22, 0.47, 3.54
34145.02, 0.47, 3.54
34146.24, 0.47, 3.54
34147.40, 0.47, 3.54
34148.48, 0.47, 3.54
34150.05, 0.47, 3.54
34151.89, 0.47, 3.54
34153.06, 0.47, 3.54
34154.86, 0.47, 3.54
34156.22, 0.47, 3.54
34157.49, 0.47, 3.54
34159.19, 0.47, 3.54
34160.46, 0.47, 3.54
34162.03, 0.47, 3.54
34163.34, 0.47, 3.54
34165.86, 0.47, 3.54
34168.09, 0.47, 3.54
34168.89, 0.47, 3.54
34170.51, 0.47, 3.54
34172.27, 0.47, 3.54
34173.52, 0.47, 3.54
34174.77, 0.47, 3.54
34175.69, 0.47, 3.54
34176.99, 0.47, 3.54
34178.31, 0.47, 3.54
34180.15, 0.47, 3.54
34181.27, 0.47, 3.54
34182.44, 0.47, 3.54
34183.93, 0.47, 3.54
34186.21, 0.47, 3.54
34187.00, 0.47, 3.54
34187.55, 0.47, 3.54
34188.71, 0.47, 3.54
34190.64, 0.47, 3.54
34192.21, 0.47, 3.54
34193.11, 0.47, 3.54
34194.85, 0.47, 3.54
34196.72, 0.47, 3.54
34199.37, 0.47, 3.54
34200.96, 0.47, 3.54
34202.08, 0.47, 3.54
34203.56, 0.47, 3.54
34204.94, 0.47, 3.54
34206.07, 0.47, 3.54
34207.67, 0.47, 3.54
34209.26, 0.47, 3.54
34210.46, 0.47, 3.54
34211.72, 0.47, 3.54
34213.54, 0.47, 3.54
34215.24, 0.47, 3.54
34215.83, 0.47, 3.54
34217.52, 0.47, 3.54
34219.28, 0.47, 3.54
34221.01, 0.47, 3.54
34222.16, 0.47, 3.54
34223.34, 0.47, 3.54
34224.83, 0.47, 3.54
34227.35, 0.47, 3.54
34229.01, 0.47, 3.54
34230.52, 0.47, 3.54
34232.15, 0.47, 3.54
34232.86, 0.47, 3.54
34234.50, 0.47, 3.54
34236.63, 0.47, 3.54
34238.38, 0.47, 3.54
34240.04, 0.47, 3.54
34241.84, 0.47, 3.54
34242.98, 0.47, 3.54
34244.18, 0.47, 3.54
34245.61, 0.47, 3.54
34246.94, 0.47, 3.54
34248.62, 0.47, 3.54
34249.85, 0.47, 3.54
34251.49, 0.47, 3.54
34252.44, 0.47, 3.54
34253.45, 0.47, 3.54
34254.33, 0.47, 3.54
34255.75, 0.47, 3.54
34256.65, 0.47, 3.54
34258.06, 0.47, 3.54
34259.11, 0.47, 3.54
34260.65, 0.47, 3.54
34262.01, 0.47, 3.54
34263.70, 0.47, 3.54
34264.76, 0.47, 3.54
34265.74, 0.47, 3.54
34267.04, 0.47, 3.54
34268.28, 0.47, 3.54
34270.27, 0.47, 3.54
34271.12, 0.47, 3.54
34272.65, 0.47, 3.54
34274.98, 0.47, 3.54
34276.10, 0.47, 3.54
34277.51, 0.47, 3.54
34279.19, 0.47, 3.54
34280.55, 0.47, 3.54
34281.94, 0.47, 3.54
34282.81, 0.47, 3.54
34284.50, 0.47, 3.54
34285.63, 0.47, 3.54
34286.78, 0.47, 3.54
34289.09, 0.47, 3.54
34291.23, 0.47, 3.54
34291.97, 0.47, 3.54
34293.06, 0.47, 3.54
34294.06, 0.47, 3.54
34295.80, 0.47, 3.54
34296.98, 0.47, 3.54
34298.52, 0.47, 3.54
34299.19, 0.47, 3.54
34300.35, 0.47, 3.54
34302.44, 0.47, 3.54
34304.77, 0.47, 3.54
34305.51, 0.47, 3.54
34306.75, 0.47, 3.54
34307.78, 0.47, 3.54
34309.39, 0.47, 3.54
34311.17, 0.47, 3.54
34312.42, 0.47, 3.54
34314.61, 0.47, 3.54
34316.06, 0.47, 3.54
34318.53, 0.47, 3.54
34320.78, 0.47, 3.54
34321.64, 0.47, 3.54
34322.95, 0.47, 3.54
34323.92, 0.47, 3.54
34325.10, 0.47, 3.54
34326.63, 0.47, 3.54
34327.91, 0.47, 3.54
34329.04, 0.47, 3.54
34330.00, 0.47, 3.54
34331.63, 0.47, 3.54
34332.85, 0.47, 3.54
34334.06, 0.47, 3.54
34335.72, 0.47, 3.54
34338.51, 0.47, 3.54
34340.58, 0.47, 3.54
34341.81, 0.47, 3.54
34343.06, 0.47, 3.54
34344.12, 0.47, 3.54
34345.76, 0.47, 3.54
34347.06, 0.47, 3.54
34348.25, 0.47, 3.54
34350.19, 0.47, 3.54
34351.86, 0.47, 3.54
34353.14, 0.47, 3.54
34354.26, 0.47, 3.54
34356.02, 0.47, 3.54
34357.64, 0.47, 3.54
34359.15, 0.47, 3.54
34360.76, 0.47, 3.54
34362.19, 0.47, 3.54
34363.27, 0.47, 3.54
34363.95, 0.47, 3.54
34364.39, 0.47, 3.54
34365.12, 0.47, 3.54
34366.90, 0.47, 3.54
34368.03, 0.47, 3.54
34369.56, 0.47, 3.54
34370.77, 0.47, 3.54
34372.15, 0.47, 3.54
34373.96, 0.47, 3.54
34376.76, 0.47, 3.54
34378.21, 0.47, 3.54
34379.54, 0.47, 3.54
34380.32, 0.47, 3.54
34381.44, 0.47, 3.54
34383.69, 0.47, 3.54
34385.12, 0.47, 3.54
34386.22, 0.47, 3.54
34387.31, 0.47, 3.54
34388.47, 0.47, 3.54
34389.29, 0.47, 3.54
34390.80, 0.47, 3.54
34392.57, 0.47, 3.54
34393.75, 0.47, 3.54
34395.10, 0.47, 3.54
34396.82, 0.47, 3.54
34398.49, 0.47, 3.54
34400.14, 0.47, 3.54
34401.39, 0.47, 3.54
34402.44, 0.47, 3.54
34403.44, 0.47, 3.54
34405.72, 0.47, 3.54
34407.66, 0.47, 3.54
34408.78, 0.47, 3.54
34410.23, 0.47, 3.54
34412.34, 0.47, 3.54
34414.08, 0.47, 3.54
34415.68, 0.47, 3.54
34416.59, 0.47, 3.54
34417.70, 0.47, 3.54
34418.80, 0.47, 3.54
34420.23, 0.47, 3.54
34421.45, 0.47, 3.54
34423.70, 0.47, 3.54
34424.47, 0.47, 3.54
34426.21, 0.47, 3.54
34427.31, 0.47, 3.54
34429.01, 0.47, 3.54
34430.18, 0.47, 3.54
34431.65, 0.47, 3.54
34433.69, 0.47, 3.54
34434.92, 0.47, 3.54
34436.25, 0.47, 3.54
34439.03, 0.47, 3.54
34440.87, 0.47, 3.54
34442.53, 0.47, 3.54
34443.69, 0.47, 3.54
34445.37, 0.47, 3.54
34446.37, 0.47, 3.54
34448.20, 0.47, 3.54
34449.40, 0.47, 3.54
34451.55, 0.47, 3.54
34453.71, 0.47, 3.54
34454.54, 0.47, 3.54
34455.92, 0.47, 3.54
34458.13, 0.47, 3.54
34460.75, 0.47, 3.54
34461.63, 0.47, 3.54
34463.27, 0.47, 3.54
34466.30, 0.47, 3.54
34468.48, 0.47, 3.54
34469.59, 0.47, 3.54
34471.34, 0.47, 3.54
34472.47, 0.47, 3.54
34474.61, 0.47, 3.54
34476.43, 0.47, 3.54
34477.67, 0.47, 3.54
34479.28, 0.47, 3.54
34480.48, 0.47, 3.54
34481.55, 0.47, 3.54
34483.39, 0.47, 3.54
34484.51, 0.47, 3.54
34484.79, 0.47, 3.54
34486.03, 0.47, 3.54
34487.49, 0.47, 3.54
34489.11, 0.47, 3.54
34490.67, 0.47, 3.54
34491.36, 0.47, 3.54
34491.97, 0.47, 3.54
34493.59, 0.47, 3.54
34495.38, 0.47, 3.54
34497.24, 0.47, 3.54
34498.86, 0.47, 3.54
34500.95, 0.47, 3.54
34502.89, 0.47, 3.54
34505.01, 0.47, 3.54
34506.11, 0.47, 3.54
34506.79, 0.47, 3.54
34507.91, 0.47, 3.54
34510.00, 0.47, 3.54
34511.92, 0.47, 3.54
34512.99, 0.47, 3.54
34514.13, 0.47, 3.54
34515.23, 0.47, 3.54
34519.57, 0.47, 3.54
34521.42, 0.47, 3.54
34522.57, 0.47, 3.54
34523.70, 0.47, 3.54
34524.86, 0.47, 3.54
34527.20, 0.47, 3.54
34528.71, 0.47, 3.54
34529.65, 0.47, 3.54
34530.85, 0.47, 3.54
34532.09, 0.47, 3.54
34533.64, 0.47, 3.54
34535.79, 0.47, 3.54
34537.06, 0.47, 3.54
34538.26, 0.47, 3.54
34539.85, 0.47, 3.54
34541.57, 0.47, 3.54
34543.42, 0.47, 3.54
34545.01, 0.47, 3.54
34546.58, 0.47, 3.54
34549.31, 0.47, 3.54
34550.23, 0.47, 3.54
34551.93, 0.47, 3.54
34554.29, 0.47, 3.54
34555.94, 0.47, 3.54
34557.24, 0.47, 3.54
34558.26, 0.47, 3.54
34559.08, 0.47, 3.54
34561.29, 0.47, 3.54
34562.27, 0.47, 3.54
34563.94, 0.47, 3.54
34565.00, 0.47, 3.54
34566.03, 0.47, 3.54
34567.16, 0.47, 3.54
34568.86, 0.47, 3.54
34570.39, 0.47, 3.54
34572.27, 0.47, 3.54
34573.49, 0.47, 3.54
34574.64, 0.47, 3.54
34575.30, 0.47, 3.54
34576.88, 0.47, 3.54
34579.76, 0.47, 3.54
34581.70, 0.47, 3.54
34583.11, 0.47, 3.54
34583.96, 0.47, 3.54
34584.70, 0.47, 3.54
34585.80, 0.47, 3.54
34587.35, 0.47, 3.54
34589.52, 0.47, 3.54
34591.24, 0.47, 3.54
34591.90, 0.47, 3.54
34593.20, 0.47, 3.54
34594.37, 0.47, 3.54
34595.56, 0.47, 3.54
34597.76, 0.47, 3.54
34599.03, 0.47, 3.54
34600.78, 0.47, 3.54
34601.92, 0.47, 3.54
34603.07, 0.47, 3.54
34604.19, 0.47, 3.54
34605.27, 0.47, 3.54
34607.15, 0.47, 3.54
34608.29, 0.47, 3.54
34609.48, 0.47, 3.54
34612.37, 0.47, 3.54
34613.63, 0.47, 3.54
34615.06, 0.47, 3.54
34616.00, 0.47, 3.54
34617.93, 0.47, 3.54
34619.51, 0.47, 3.54
34620.21, 0.47, 3.54
34621.40, 0.47, 3.54
34622.97, 0.47, 3.54
34624.15, 0.47, 3.54
34624.74, 0.47, 3.54
34625.86, 0.47, 3.54
34626.94, 0.47, 3.54
34628.15, 0.47, 3.54
34630.17, 0.47, 3.54
34631.13, 0.47, 3.54
34632.20, 0.47, 3.54
34633.74, 0.47, 3.54
34634.97, 0.47, 3.54
34636.20, 0.47, 3.54
34638.92, 0.47, 3.54
34639.99, 0.47, 3.54
34641.16, 0.47, 3.54
34641.78, 0.47, 3.54
34643.35, 0.47, 3.54
34644.59, 0.47, 3.54
34647.35, 0.47, 3.54
34648.60, 0.47, 3.54
34650.17, 0.47, 3.54
34651.43, 0.47, 3.54
34652.98, 0.47, 3.54
34654.69, 0.47, 3.54
34655.85, 0.47, 3.54
34656.97, 0.47, 3.54
34657.56, 0.47, 3.54
34658.20, 0.47, 3.54
34660.28, 0.47, 3.54
34662.21, 0.47, 3.54
34664.09, 0.47, 3.54
34665.03, 0.47, 3.54
34665.62, 0.47, 3.54
34666.82, 0.47, 3.54
34667.93, 0.47, 3.54
34669.11, 0.47, 3.54
34671.03, 0.47, 3.54
34672.43, 0.47, 3.54
34673.56, 0.47, 3.54
34675.04, 0.47, 3.54
34675.78, 0.47, 3.54
34677.75, 0.47, 3.54
34679.71, 0.47, 3.54
34680.64, 0.47, 3.54
34681.76, 0.47, 3.54
34682.94, 0.47, 3.54
34684.08, 0.47, 3.54
34685.39, 0.47, 3.54
34687.22, 0.47, 3.54
34689.12, 0.47, 3.54
34690.27, 0.47, 3.54
34691.92, 0.47, 3.54
34693.69, 0.47, 3.54
34694.79, 0.47, 3.54
34696.01, 0.47, 3.54
34697.66, 0.47, 3.54
34699.34, 0.47, 3.54
34701.86, 0.47, 3.54
34703.79, 0.47, 3.54
34705.46, 0.47, 3.54
34706.98, 0.47, 3.54
34708.81, 0.47, 3.54
34709.51, 0.47, 3.54
34710.55, 0.47, 3.54
34712.02, 0.47, 3.54
34714.34, 0.47, 3.54
34716.14, 0.47, 3.54
34716.83, 0.47, 3.54
34718.48, 0.47, 3.54
34719.85, 0.47, 3.54
34721.85, 0.47, 3.54
34724.73, 0.47, 3.54
34725.85, 0.47, 3.54
34726.96, 0.47, 3.54
34728.62, 0.47, 3.54
34729.84, 0.47, 3.54
34731.61, 0.47, 3.54
34733.31, 0.47, 3.54
34734.74, 0.47, 3.54
34736.94, 0.47, 3.54
34738.47, 0.47, 3.54
34739.15, 0.47, 3.54
34740.17, 0.47, 3.54
34741.73, 0.47, 3.54
34744.02, 0.47, 3.54
34745.28, 0.47, 3.54
34746.76, 0.47, 3.54
34747.72, 0.47, 3.54
34748.62, 0.47, 3.54
34749.54, 0.47, 3.54
34751.46, 0.47, 3.54
34752.72, 0.47, 3.54
34754.41, 0.47, 3.54
34754.97, 0.47, 3.54
34756.98, 0.47, 3.54
34758.17, 0.47, 3.54
34759.38, 0.47, 3.54
34761.12, 0.47, 3.54
34763.19, 0.47, 3.54
34764.45, 0.47, 3.54
34766.38, 0.47, 3.54
34767.74, 0.47, 3.54
34769.00, 0.47, 3.54
34770.08, 0.47, 3.54
34771.13, 0.47, 3.54
34772.36, 0.47, 3.54
34773.56, 0.47, 3.54
34774.67, 0.47, 3.54
34776.32, 0.47, 3.54
34777.55, 0.47, 3.54
34778.59, 0.47, 3.54
34779.79, 0.47, 3.54
34780.93, 0.47, 3.54
34782.32, 0.47, 3.54
34783.12, 0.47, 3.54
34784.06, 0.47, 3.54
34784.83, 0.47, 3.54
34785.26, 0.47, 3.54
34786.75, 0.47, 3.54
34788.61, 0.47, 3.54
34789.78, 0.47, 3.54
34791.08, 0.47, 3.54
34792.10, 0.47, 3.54
34793.29, 0.47, 3.54
34794.99, 0.47, 3.54
34798.39, 0.47, 3.54
34800.18, 0.47, 3.54
34801.35, 0.47, 3.54
34802.89, 0.47, 3.54
34803.99, 0.47, 3.54
34804.71, 0.47, 3.54
34806.30, 0.47, 3.54
34807.89, 0.47, 3.54
34809.36, 0.47, 3.54
34811.19, 0.47, 3.54
34812.63, 0.47, 3.54
34813.95, 0.47, 3.54
34814.46, 0.47, 3.54
34815.15, 0.47, 3.54
34816.28, 0.47, 3.54
34817.71, 0.47, 3.54
34818.88, 0.47, 3.54
34821.12, 0.47, 3.54
34823.03, 0.47, 3.54
34824.45, 0.47, 3.54
34826.29, 0.47, 3.54
34827.85, 0.47, 3.54
34830.64, 0.47, 3.54
34832.43, 0.47, 3.54
34833.58, 0.47, 3.54
34835.30, 0.47, 3.54
34837.50, 0.47, 3.54
34838.65, 0.47, 3.54
34839.72, 0.47, 3.54
34840.83, 0.47, 3.54
34842.44, 0.47, 3.54
34844.56, 0.47, 3.54
34845.93, 0.47, 3.54
34847.36, 0.47, 3.54
34849.06, 0.47, 3.54
34849.90, 0.47, 3.54
34851.15, 0.47, 3.54
34852.35, 0.47, 3.54
34853.80, 0.47, 3.54
34854.94, 0.47, 3.54
34858.00, 0.47, 3.54
34859.47, 0.47, 3.54
34860.65, 0.47, 3.54
34861.44, 0.47, 3.54
34862.57, 0.47, 3.54
34864.15, 0.47, 3.54
34864.93, 0.47, 3.54
34866.14, 0.47, 3.54
34868.22, 0.47, 3.54
34869.92, 0.47, 3.54
34871.10, 0.47, 3.54
34872.56, 0.47, 3.54
34873.65, 0.47, 3.54
34876.04, 0.47, 3.54
34878.74, 0.47, 3.54
34879.88, 0.47, 3.54
34881.67, 0.47, 3.54
34883.43, 0.47, 3.54
34884.57, 0.47, 3.54
34885.69, 0.47, 3.54
34887.13, 0.47, 3.54
34889.11, 0.47, 3.54
34890.28, 0.47, 3.54
34892.30, 0.47, 3.54
34893.35, 0.47, 3.54
34894.43, 0.47, 3.54
34895.21, 0.47, 3.54
34896.89, 0.47, 3.54
34897.95, 0.47, 3.54
34899.56, 0.47, 3.54
34901.33, 0.47, 3.54
34903.38, 0.47, 3.54
34905.33, 0.47, 3.54
34906.15, 0.47, 3.54
34907.78, 0.47, 3.54
34908.97, 0.47, 3.54
34910.12, 0.47, 3.54
34912.72, 0.47, 3.54
34913.99, 0.47, 3.54
34915.68, 0.47, 3.54
34917.53, 0.47, 3.54
34919.22, 0.47, 3.54
34920.82, 0.47, 3.54
34922.52, 0.47, 3.54
34924.44, 0.47, 3.54
34926.55, 0.47, 3.54
34928.38, 0.47, 3.54
34929.45, 0.47, 3.54
34930.17, 0.47, 3.54
34931.32, 0.47, 3.54
34932.42, 0.47, 3.54
34933.52, 0.47, 3.54
34934.64, 0.47, 3.54
34936.67, 0.47, 3.54
34939.06, 0.47, 3.54
34940.15, 0.47, 3.54
34940.85, 0.47, 3.54
34941.41, 0.47, 3.54
34942.55, 0.47, 3.54
34944.70, 0.47, 3.54
34946.32, 0.47, 3.54
34947.69, 0.47, 3.54
34949.63, 0.47, 3.54
34950.50, 0.47, 3.54
34951.67, 0.47, 3.54
34952.70, 0.47, 3.54
34953.82, 0.47, 3.54
34956.12, 0.47, 3.54
34957.80, 0.47, 3.54
34959.22, 0.47, 3.54
34960.23, 0.47, 3.54
34961.46, 0.47, 3.54
34963.54, 0.47, 3.54
34965.10, 0.47, 3.54
34966.64, 0.47, 3.54
34967.92, 0.47, 3.54
34969.47, 0.47, 3.54
34970.14, 0.47, 3.54
34971.33, 0.47, 3.54
34973.03, 0.47, 3.54
34974.62, 0.47, 3.54
34975.73, 0.47, 3.54
34977.48, 0.47, 3.54
34979.20, 0.47, 3.54
34980.31, 0.47, 3.54
34982.05, 0.47, 3.54
34983.75, 0.47, 3.54
34986.53, 0.47, 3.54
34988.07, 0.47, 3.54
34990.32, 0.47, 3.54
34991.49, 0.47, 3.54
34993.18, 0.47, 3.54
34994.68, 0.47, 3.54
34996.13, 0.47, 3.54
34998.34, 0.47, 3.54
35001.20, 0.47, 3.54
35003.09, 0.47, 3.54
35004.09, 0.47, 3.54
35005.28, 0.47, 3.54
35006.55, 0.47, 3.54
35008.03, 0.47, 3.54
35009.42, 0.47, 3.54
35010.13, 0.47, 3.54
35010.64, 0.47, 3.54
35011.77, 0.47, 3.54
35013.36, 0.47, 3.54
35014.92, 0.47, 3.54
35016.76, 0.47, 3.54
35017.50, 0.47, 3.54
35018.61, 0.47, 3.54
35020.05, 0.47, 3.54
35021.95, 0.47, 3.54
35023.77, 0.47, 3.54
35025.38, 0.47, 3.54
35026.64, 0.47, 3.54
35027.77, 0.47, 3.54
35029.40, 0.47, 3.54
35030.88, 0.47, 3.54
35031.76, 0.47, 3.54
35033.74, 0.47, 3.54
35035.40, 0.47, 3.54
35036.36, 0.47, 3.54
35037.55, 0.47, 3.54
35038.62, 0.47, 3.54
35040.73, 0.47, 3.54
35042.41, 0.47, 3.54
35043.71, 0.47, 3.54
35044.93, 0.47, 3.54
35046.56, 0.47, 3.54
35047.70, 0.47, 3.54
35049.16, 0.47, 3.54
35050.85, 0.47, 3.54
35053.13, 0.47, 3.54
35054.44, 0.47, 3.54
35055.59, 0.47, 3.54
35057.75, 0.47, 3.54
35059.29, 0.47, 3.54
35061.02, 0.47, 3.54
35062.19, 0.47, 3.54
35063.65, 0.47, 3.54
35065.99, 0.47, 3.54
35067.24, 0.47, 3.54
35068.38, 0.47, 3.54
35070.04, 0.47, 3.54
35071.23, 0.47, 3.54
35072.69, 0.47, 3.54
35074.85, 0.47, 3.54
35076.60, 0.47, 3.54
35078.10, 0.47, 3.54
35078.67, 0.47, 3.54
35079.68, 0.47, 3.54
35080.99, 0.47, 3.54
35083.13, 0.47, 3.54
35084.59, 0.47, 3.54
35086.09, 0.47, 3.54
35086.24, 0.47, 3.54
35087.35, 0.47, 3.54
35088.68, 0.47, 3.54
35089.59, 0.47, 3.54
35090.77, 0.47, 3.54
35091.90, 0.47, 3.54
35093.25, 0.47, 3.54
35094.50, 0.47, 3.54
35095.83, 0.47, 3.54
35097.02, 0.47, 3.54
35098.75, 0.47, 3.54
35099.35, 0.47, 3.54
35100.89, 0.47, 3.54
35103.58, 0.47, 3.54
35104.62, 0.47, 3.54
35105.34, 0.47, 3.54
35107.23, 0.47, 3.54
35109.14, 0.47, 3.54
35110.88, 0.47, 3.54
35113.41, 0.47, 3.54
35114.54, 0.47, 3.54
35115.88, 0.47, 3.54
35118.58, 0.47, 3.54
35122.08, 0.47, 3.54
35123.36, 0.47, 3.54
35124.55, 0.47, 3.54
35126.20, 0.47, 3.54
35128.41, 0.47, 3.54
35130.27, 0.47, 3.54
35131.36, 0.47, 3.54
35132.94, 0.47, 3.54
35134.54, 0.47, 3.54
35136.24, 0.47, 3.54
35137.04, 0.47, 3.54
35138.18, 0.47, 3.54
35140.26, 0.47, 3.54
35141.55, 0.47, 3.54
35142.95, 0.47, 3.54
35143.82, 0.47, 3.54
35145.01, 0.47, 3.54
35146.47, 0.47, 3.54
35148.84, 0.47, 3.54
35150.41, 0.47, 3.54
35151.40, 0.47, 3.54
35152.36, 0.47, 3.54
35154.03, 0.47, 3.54
35155.64, 0.47, 3.54
35158.68, 0.47, 3.54
35159.80, 0.47, 3.54
35161.83, 0.47, 3.54
35163.25, 0.47, 3.54
35163.90, 0.47, 3.54
35165.05, 0.47, 3.54
35166.14, 0.47, 3.54
35167.25, 0.47, 3.54
35168.34, 0.47, 3.54
35170.69, 0.47, 3.54
35172.33, 0.47, 3.54
35174.42, 0.47, 3.54
35175.71, 0.47, 3.54
35175.85, 0.47, 3.54
35177.39, 0.47, 3.54
35178.97, 0.47, 3.54
35179.72, 0.47, 3.54
35180.83, 0.47, 3.54
35182.43, 0.47, 3.54
35184.19, 0.47, 3.54
35185.60, 0.47, 3.54
35186.61, 0.47, 3.54
35187.57, 0.47, 3.54
35189.02, 0.47, 3.54
35191.25, 0.47, 3.54
35193.34, 0.47, 3.54
35194.54, 0.47, 3.54
35195.37, 0.47, 3.54
35196.88, 0.47, 3.54
35197.67, 0.47, 3.54
35199.68, 0.47, 3.54
35201.26, 0.47, 3.54
35202.76, 0.47, 3.54
35204.26, 0.47, 3.54
35205.48, 0.47, 3.54
35206.51, 0.47, 3.54
35207.80, 0.47, 3.54
35209.28, 0.47, 3.54
35210.31, 0.47, 3.54
35211.49, 0.47, 3.54
35214.52, 0.47, 3.54
35216.38, 0.47, 3.54
35218.02, 0.47, 3.54
35219.05, 0.47, 3.54
35220.89, 0.47, 3.54
35223.08, 0.47, 3.54
35225.28, 0.47, 3.54
35226.65, 0.47, 3.54
35227.13, 0.47, 3.54
35227.90, 0.47, 3.54
35229.64, 0.47, 3.54
35231.37, 0.47, 3.54
35232.96, 0.47, 3.54
35234.15, 0.47, 3.54
35235.43, 0.47, 3.54
35237.66, 0.47, 3.54
35240.45, 0.47, 3.54
35242.80, 0.47, 3.54
35243.91, 0.47, 3.54
35246.23, 0.47, 3.54
35247.73, 0.47, 3.54
35249.04, 0.47, 3.54
